IDNo_,Comment,Point,NAME_Species,Input_SiO2,Input_TiO2,Input_Al2O3,Input_Cr2O3,Input_FeO,Input_NiO,Input_MnO,Input_MgO,Input_CaO,Input_Na2O,Input_K2O,Input_P2O5,Input_SO3,Input_F,Input_Cl,Input_V2O3,Input_ZnO,Input_CoO,Input_BaO,Input_SrO,Input_B2O3,Input_PbO,Input_CuO,Input_Sb2O3,Input_As2O5,Input_ThO2,Input_ZrO2,Input_HfO2,Input_Ag2O,Input_Y2O3,Input_La2O3,Input_Ce2O3,Input_Nd2O3
7_141,,397,Saponite,49.15921462,,12.33232893,,9.834272939,,0.291601866,25.16281104,2.357115086,0.303751944,0.388802488,0.170101089,,,,,,,,,,,,,,,,,,,,,
,,398,Saponite New1,40.46,,10.15,,8.094,,0.24,20.71,1.94,0.25,0.32,,,,,,,,,,,,,,,,,,,,,,
7_142,,399,Sauconite,37.19315052,,10.51371093,,,,,,,1.915938211,,,,,,,50.37720034,,,,,,,,,,,,,,,,
7_143,,400,Sauconite,33.4,0.15,7.45,,1.92203,,,0.78,1.92,0.22,0.27,,,,,,33.4,,,,,,,,,,,,,,,,
'7_144',,401,'Vermiculite',44.79507408,,17.92059522,,7.88275287,,,26.13045988,2.758001411,0.410493233,0.102623308,,,,,,,,,,,,,,,,,,,,,,
7_147,,402,Montmorillonite,67.87098775,,28.79516204,,,,,,1.581640564,1.752209645,,,,,,,,,,,,,,,,,,,,,,,
7_148,,403,Palygorskite,73.65435523,,7.815454431,,,,,18.53019034,,,,,,,,,,,,,,,,,,,,,,,,,
7_149,,404,Sepiolite,67.07465089,,0.766567439,,4.332383641,,,27.2259202,0.600477827,,,,,,,,,,,,,,,,,,,,,,,,
7_150,,405,Sepiolite,69.09610132,,,,,,,30.90389868,,,,,,,,,,,,,,,,,,,,,,,,,
12,,406,Greenalite,34.7,,0.9,,47.3,,0.15,0.98,,,,,,,,,,,,,,,,,,,,,,,,,
13,,407,Greenalite,36.5,,0.25,,40.2,,8.71,3.75,,,,,,,,,,,,,,,,,,,,,,,,,
14,,408,Hisingerite,35.08,,1.38,,38.84,,,0.35,0.36,,,,,,,,,,,,,,,,,,,,,,,,
15,,409,Hisingerite (pure),34.15,,,,40.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,410,Staurolite,27.82,0.32,54.91,0.01,12.78,,0.22,0.62,,,,,,,,,0.19,,,,,,,,,,,,,,,,
,,411,Cordierite,50.2,0.008,33.5,,0.966,,0.06,12.8,0.23,0.26,0.14,,,,,,,,,,,,,,,,,,,,,,
,,412,Cordierite,49.46,0.01,33.58,,0.267,,0.08,12.06,0.03,0.14,0.3,,,,,,,,,,,,,,,,,,,,,,
,,413,anorthoclase,67.7,,19.15,,,,,,,8.73,4.42,,,,,,,,,,,,,,,,,,,,,,
,,414,baddeleyite,0.19,,,,0.738073807,,,,0.06,,,,,,,,,,,,,,,,,,98.9,,,,,,
,,415,baddeleyite,0.08,0.56,,,1.3,,,,,,,,,,,,,,,,,,,,,,97.8,,,,,,
,,416,botryogen,,,,,17.56075608,,,9.35,,,,,38.37,,,,,,,,,,,,,,,,,,,,
,,417,botryogen,,,,,17.35373537,,,9.64,,,,,38.55,,,,,,,,,,,,,,,,,,,,
,,418,cerussite,,,,,,,,,,,,,,,,,,,,,,83.27,,,,,,,,,,,
,,419,cerussite,,,,,,,,,,,,,,,,,,,,,,83.53,,,,,,,,,,,
,,420,chalcocyanite/dolerophanite or Cu-hydroxyl-Sulfate,,,,,,,,,,,,,50.3,,,,,,,,,,49.47,,,,,,,,,,
,,421,chalcocyanite/dolerophanite or Cu-hydroxyl-Sulfate,,,,,,,,,,,,,50.16,,,,,,,,,,49.84,,,,,,,,,,
,,422,D`ansite-(Fe),,,,,4.18,,,0.12,,39.12,,,49.91,,6.81,,,,,,,,,,,,,,,,,,
,,423,ferrisepiolite,49.12,,,,22.42779478,,0.23,9.77,0.32,0.08,,,,,,,,,,,,,,,,,,,,,,,
,,424,gedrite,40.71,0.29,18.73,,25.2000081,,0.14,10.66,0.05,1.59,0.06,,,,,,,,,,,,,,,,,,,,,,
,,425,gedrite,43.46,0.58,14.18,,20.35,,0.49,15.17,0.78,2.02,0.05,,,,,,,,,,,,,,,,,,,,,,
,,426,gorgeyite,,,,,,,,,31.02,0.15,10.77,,54.45,,,,,,,1.2,,,,,,,,,,,,,
,,427,gorgeyite,,,,,,,,,32.12,,10.79,,55.03,,,,,,,,,,,,,,,,,,,,
,,428,isoclasite,,,,,,,,,49.16,,,31.11,,,,,,,,,,,,,,,,,,,,,
,,429,ivsite,,,,,,,,,,33.82,,,63.06,,,,,,,,,,,,,,,,,,,,
,,430,kutnohorite,,,,,0.5,,28.31,2.21,27.44,,,,,,,,,,,,,,,,,,,,,,,,
,,431,kutnohorite,,,,,,,32.99,,26.08,,,,,,,,,,,,,,,,,,,,,,,,
,,432,magnesiocopiapite,,,,,25.21846985,,,3.26,,,,,39.47,,,,,,,,,,,,,,,,,,,,
,,433,magnesiocopiapite,,,,,23.59135914,,,3.31,,,,,39.43,,,,,,,,,,,,,,,,,,,,
,,434,sekaninaite,45.1,0.04,30.63,,18.66908191,,0.92,1.69,0.39,0.68,0.03,,,,,,,,,,,,,,,,,,,,,,
,,435,smithsonite,,,,,,,,0.04,0.35,,,,,,,,64.55,,,,,,,,,,,,,,,,
,,436,smithsonite,,,,,,,,,,,,,,,,,64.9,,,,,,,,,,,,,,,,
,,437,syngenite,,,,,,,,0.64,16.97,,28.03,,49.04,,,,,,,,,,,,,,,,,,,,
,,438,syngenite,,,,,,,,,17.08,,28.68,,48.75,,,,,,,,,,,,,,,,,,,,
,,439,trinepheline,41.76,,36.19,,0.06,,,0.01,0.1,21.68,0.08,,,,,,,,,,,,,,,,,,,,,,
,,440,tuite,,0.06,,,0.28,0.08,,3.27,46.62,2.57,0.03,47.16,,,,,,,,,,,,,,,,,,,,,
,,441,witherite,,,,,,,,,0.08,,,,,,,,,,77.15,0.68,,,,,,,,,,,,,
,,442,witherite,,,,,,,,,,,,,,,,,,,77.7,,,,,,,,,,,,,,
,,443,xitieshanite,,,0.01,,23.71735374,,,0.03,0.09,0.07,0.03,,27.69,,,,,,,,,,,,,,,,,,,,
,,444,xitieshanite,,,,,24.32043204,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,
,,445,aluminoceladonite,60.58,,12.85,,,,,10.15,,,11.87,,,,,,,,,,,,,,,,,,,,,,
,,446,aluminoceladonite,59.4,,12.6,,4.44,,,7.47,,,11.64,,,,,,,,,,,,,,,,,,,,,,
,,447,knorringite,39.78,,,33.54,,,,26.68,,,,,,,,,,,,,,,,,,,,,,,,,
,,448,knorringite,39.92,0.11,9.74,17.47,7.6100108,,0.6,16.97,8.17,,,,,,,,,,,,,,,,,,,,,,,,
,,449,"""Ca-Tschermaks""",27.54566952,,46.74506949,,,,,,25.70926099,,,,,,,,,,,,,,,,,,,,,,,,
,,450,goldmanite,36.6,,4.9,,4.860486049,,0.3,0.7,33.3,,,,,,,18.3,,,,,,,,,,,,,,,,,
,,451,goldmanite,35.58,,,0.88,0.21600216,,,,33.06,,,,,,,28.66,,,,,,,,,,,,,,,,,
,,452,morimotoite,36.03607746,15.9669198,,,14.36337043,,,,33.63363231,,,,,,,,,,,,,,,,,,,,,,,,
,,453,kimzeyite,16.63,6.95,9.37,,6.43,,,3.32,30.25,,,,,,,,,,,,,,,,,,27.38,,,,,,
,,454,schorlomite,25.66,22.1,,,19.42394239,,,,29.78,,,,,,,,,,,,,,,,,,,,,,,,
,,455,schorlomite,26.08,15.34,4.52,,18.05755176,,0.29,1.19,31.03,0.17,0.08,0.28,,,,,,,,,,,,,,,,,,,,,
,,456,calderite,35.16,0.28,9.04,,14.64314643,,27.38,0.5,12.12,,,,,,,,,,,,,,,,,,,,,,,,
,,457,calderite,32.4,,,,28.26282628,,29,,8.5,,,,,,,,,,,,,,,,,,,,,,,,
,,458,momoiite,35.02,,5.12,,0.05,,24.74,0.28,12.24,,,,,,,21.96,,,,,,,,,,,,,,,,,
,,459,skiagite,32.44987569,,,,64.66985556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,460,zoisite,39.55,,39.39,,0.0360036,,,0.07,24.44,,,,,,,0.2,,,,0.05,,,,,,,,,,,,,
,,461,clinozoisite,39.67159441,,33.66139705,,,,,,24.68451829,,,,,,,,,,,,,,,,,,,,,,,,
,,462,clinozoisite,40.36,0.09,30.67,,2.319054905,,,0.74,22.62,,,,,,,,,,,,,,,,,,,,,,,,
,,463,clinozoisite,38.01,,31.71,,4.442421242,,,0.01,23.86,,,,,,,,,,,,,,,,,,,,,,,,
,,464,pumpelleyite-Al,37.52,,25.63,,4.97,,0.11,1.99,23.21,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,
,,465,pumpelleyite-Al,38.16,,32.38,,,,,,23.74,,,,,,,,,,,,,,,,,,,,,,,,
,,466,pumpelleyite-Fe,34.83,0.1,10.1,,25.33516245,,0.02,0.94,20.5,0.18,,,,,,,,,,,,,,,,,,,,,,,
,,467,pumpelleyite-Fe,37.18,,23.5,,6.851476148,,0.13,3.18,23.08,0.19,,,,,,,,,,,,,,,,,,,,,,,
,,468,pumpelleyite-Mg,38.29,,21.66,,,,,8.56,23.83,,,,,,,,,,,,,,,,,,,,,,,,
,,469,pumpelleyite-Mn,35.66,0.02,13.4,,2.187218722,,20.36826,0.89,20.69,0.01,,,,,,,,,,,,,,,,,,,,,,,
,,470,epidote,37.30195192,,21.10050164,,14.86792656,,,,23.21007583,,,,,,,,,,,,,,,,,,,,,,,,
,,471,piemontite,36.92,,18.8,,4.42,,13.08,,22.97,,,,,,,,,,,,,,,,,,,,,,,,
,,472,tweddillite,25.18571863,,7.123371163,,,,19.82368083,,7.835547593,,,,,,,,,,,14.4784103,,,,,,,,,,,,,
,,473,niigataite,35.91373006,,30.47284449,,,,,,11.17314718,,,,,,,,,,,20.64557803,,,,,,,,,,,,,
,,474,niigataite,36.07,,25.3,,6.47,,,,14.36,,,,,,,,,,,14.93,,,,,,,,,,,,,
,,475,kushiroite,27.55,,46.74,,,,,,25.71,,,,,,,,,,,,,,,,,,,,,,,,
,,476,prehnite,41.67,0.12,24.44,,1.247927928,,,0.25,27.25,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,
,,477,prehnite,43.71,,24.72,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,
,,478,ferriprehnite,40.5,0.05,15.61,0.01,10.73807381,,0.01,0.03,25.18,0.02,,,,,,0.03,,,0.02,,,,,,,,,,,,,,
,,479,ferriprehnite,40.85,,11.55,,16.29162916,,,,25.42,,,,,,,,,,,,,,,,,,,,,,,,
,,480,gahnite,0.03,,57.71,,7.85,,0.65,0.61,,,,,,,,,34.06,,,,,,,,,,,,,,,,
,,481,gahnite,,,55.61,,,,,,,,,,,,,,44.39,,,,,,,,,,,,,,,,
